sentence,num_words,google_language,stopwords_language,book_name
"-- Voi, tahtoisin mielell?ni n?hd? sen, sanoi viaton Candide.",9,{'fi': 0.9999972211145033},{'finnish': 1},candide
"Ehditte kyll? viel?, sanoi Kunigunda, mutta antakaa minun nyt jatkaa.",10,{'fi': 0.9999981274957088},{'finnish': 3},candide
"-- Jatkakaa, sanoi Candide.",4,"{'et': 0.14285743448347127, 'id': 0.14285717296539055, 'fi': 0.7142830987458959}",{},candide
"Kunigunda jatkoi siit?, mihin oli lopettanut:    Er?s bulgarialainen kapteeni tuli samassa sis?lle, ja n?ki minun  makaavan siin? veriss?ni.",22,{'fi': 0.9999962014192995},"{'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
Mutta sotamies ei antanut h?irit? itse??n.,6,{'fi': 0.9999978809605994},{'finnish': 1},candide
"Silloin kapteeni suuttui siit? ep?kunnioituksesta, jota tuo  raakalainen h?nt? kohtaan osoitti, ja tappoi h?net aivan p??lleni.",17,{'fi': 0.9999969553494222},"{'italian': 1, 'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
Sitten h?n antoi sitoa minut ja vei minut sotavankina leiriins?.,10,{'fi': 0.9999954418040312},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"Siell? pesin niit? v?h?isi? paitoja, mit? h?nell? oli, ja keitin  h?nen ruokaansa.",13,{'fi': 0.9999969684306975},"{'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
"H?nen mielest??n olin kovin siev?, mit?p? siit?  salaisin, ja mit? h?neen itseens? tulee, niin t?ytyy minun tunnustaa,  ett? h?n oli hyvin sorjatekoinen ja ett? h?nen ihonsa oli valkea ja  hivelev?n pehme?; muuten ei h?n paljoakaan ymm?rt?nyt henkevyydest?  eik? filosofiasta, ja saattoi heti n?hd?, ettei h?n ollut nauttinut  tohtori Panglossin kasvatusta.",55,{'fi': 0.9999971958514656},"{'norwegian': 1, 'finnish': 13, 'dutch': 1}",candide
"Kun h?n kolmen kuukauden kuluttua oli kyll?stynyt minuun sek?  my?s kuluttanut loppuun kaikki rahansa, m?i h?n minut er??lle don  Issaskar-nimiselle juutalaiselle, jolla oli liikeasioita sek?  Hollannissa ett? Portugalissa ja joka oli intohimoisesti naisiin  menev?.",38,{'fi': 0.9999957913985937},"{'norwegian': 1, 'finnish': 9, 'english': 1, 'dutch': 1}",candide
"T?m? juutalainen kiintyi suuresti minun persoonaani, mutta  h?n ei hy?tynyt minusta mit??n; minun oli paljon helpompi vastustaa  h?nt? kuin tuota bulgarialaista sotilasta: kunniallinen tytt? voidaan  kyll? raiskata kerta, mutta siit? h?nen hyveellisyytens? vain  vahvistuu.",38,{'fi': 0.9999938459808341},{'finnish': 10},candide
"Suostutellakseen minua vei tuo juutalainen minut t?h?n  maataloon, jossa nyt n?ette minut.",13,{'fi': 0.9999979921698973},"{'italian': 1, 'finnish': 6}",candide
"T?h?n asti olin luullut, ettei  maan p??ll? ollut mit??n niin kaunista kuin Thunder-ten-Tronckhin  linna; t?st? harhaluulosta olen nyt p??ssyt.",21,{'fi': 0.9999968817156387},{'finnish': 7},candide
"Er??n? p?iv?n? kun olin messussa, n?ki suurinkvisiittori minut; h?n  katseli minua kauan ja l?hetti sitten minulle sanan, ett? h?nen  t?ytyi saada puhella kanssani salaisista asioista.",27,{'fi': 0.9999965378163209},"{'norwegian': 2, 'finnish': 9, 'dutch': 1}",candide
"Minut vietiin  h?nen palatsiinsa; ilmaisin h?nelle ylh?isen syntyper?ni ja h?n  puolestaan valkaisi minulle, kuinka alentavaa oli arvolleni kuulua  israeliitalle.",22,{'fi': 0.9999958886559187},"{'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
"Don Issaskarille tehtiin nyt h?nen puolestaan ehdotus,  ett? minut luovutettaisiin h?nen ylh?isyydelleen.",13,{'fi': 0.9999986489112499},{'finnish': 4},candide
"Mutta don Issaskar,  joka on hovin pankkiiri ja luoton-antaja, ei tahtonut kuulla siit?  puhuttavankaan.",16,{'fi': 0.9999974516132295},"{'norwegian': 1, 'finnish': 5, 'english': 2, 'dutch': 1, 'french': 1}",candide
Inkvisiittori uhkasi h?nt? roviolla.,4,{'fi': 0.9999977667390836},{'finnish': 1},candide
"Vihdoin tuo  kunnon juutalainen s?ik?hdyksiss??n teki sellaisen kauppasopimuksen,  ett? talo ja min? kuuluisimme molemmille yhteisesti, ett?  juutalaisella olisi maanantait, perjantait ja sabbattip?iv? ja  inkvisiittorilla kaikki muut p?iv?t viikossa.",32,{'fi': 0.9999973505699278},"{'italian': 1, 'norwegian': 1, 'finnish': 5, 'dutch': 1}",candide
Jo puoli vuotta on t?m?  sopimus ollut voimassa.,9,{'fi': 0.9999989862740992},"{'finnish': 3, 'english': 1, 'french': 1}",candide
"Eik? se ole suinkaan kiilunut aivan ilman  riitaisuuksia; sill? usein on ollut ep?tietoista, kuuluuko lauantain  ja sunnuntain v?linen y? vanhaan tai uuteen testamenttiin.",25,{'fi': 0.9999967143054695},"{'italian': 1, 'dutch': 1, 'french': 2, 'portuguese': 1, 'finnish': 7, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
"Omasta  puolestani olen tehnyt vastarintaa kummallekin ja luulen, ett? se  juuri on aiheuttanut sen, ett? minua aina on rakastettu.",21,{'fi': 0.9999977467379114},"{'italian': 1, 'dutch': 1, 'french': 2, 'portuguese': 1, 'finnish': 7, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
"Kuitenkin suvaitsi herra inkvisiittori puolittain torjuakseen  maanj?ristyksen uhkaa, puolittain levottuuttaakseen don Issaskaria,  panna toimeen autodafeen.",17,{'fi': 0.9999977601678833},{'english': 1},candide
"Minulle h?n teki sen kunnian, ett? h?n  kutsui minut sinne ja antoi minulle eritt?in edullisen paikan.",17,{'fi': 0.9999976607742753},"{'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
Messun  ja itse toimituksen v?lill? tarjottiin meille naisille virvokkeita.,10,{'fi': 0.9999960266060501},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"Minua kauhistutti tosiaan jo suuresti n?hd? poltettavan noita kahta  juutalaista ja tuota kunnon biskaijalaista, joka oli nainut kumminsa.",19,{'fi': 0.99999698335525},"{'dutch': 1, 'danish': 1, 'finnish': 4, 'norwegian': 1}",candide
"Mutta mik? olikaan h?mm?stykseni, tuskani ja pel?stykseni, kun er??n  _san beniton_ ja hiipan alta olin erottavinani Panglossin haahmon.",19,{'fi': 0.9999966663398975},"{'norwegian': 2, 'finnish': 4, 'dutch': 1}",candide
"Hieroin silmi?ni, tarkistin n?k?ni, ja n?in miten h?net vedettiin  hirteen, jolloin menin tainnoksiin.",14,{'fi': 0.9999973437045728},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
"Tuskin olin siit? tointunut, kun n?in teid?t edess?ni paljaaksi  riisuttuna, apposen alasti; se oli kauhistukseni, h?mm?stykseni,  tuskani ja ep?toivoni huippu.",22,{'fi': 0.9999968427692916},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 7, 'spanish': 1, 'norwegian': 2}",candide
"Sill? voinpa vakuuttaa teille, ett?  teid?n ihonne on viel? valkeampi, herk?nhele?mpi kuin bulgarialaisen  kapteenini.",16,{'fi': 0.9999983126028253},"{'finnish': 5, 'english': 1, 'french': 1}",candide
"T?m? n?ky teki kaksinkertaiseksi kaikki ne tunteet, jotka  jo muutenkin minua rasittivat ja hivuttivat.",15,{'fi': 0.9999977458595242},"{'italian': 1, 'dutch': 1, 'finnish': 4, 'french': 1, 'danish': 1, 'hungarian': 1, 'turkish': 1, 'norwegian': 1}",candide
"Koetin huutaa, tahdoin  sanoa: ""Heretk??, raakalaiset""!",7,{'fi': 0.999997065336673},{},candide
mutta ??ni takertui kurkkuuni ja  huutoni olisivat olleetkin turhat.,10,{'fi': 0.9999957051975986},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"Sitten kun teid?t oli oikein kyps?ksi ruoskittu, aloin kysell?  itselt?ni, kuinka on selitett?viss?, ett? rakastettava Candide ja  viisas Pangloss ovat Lissabonissa, toinen ottaakseen vastaan sata  raipanly?nti? ja toinen tullakseen hirtetyksi herra inkvisiittorin  k?skyst?, jonka viimeksimainitun lemmitty minulla on kunnia olla?",44,{'fi': 0.9999970581520045},"{'norwegian': 2, 'finnish': 10, 'english': 1, 'dutch': 1, 'french': 1}",candide
"Pangloss on minua siis julmasti pett?nyt sanoessaan, ett? kaikki aina  k?y mahdollisimman hyvin t?ss? maailmassa.",16,{'fi': 0.9999970191142105},"{'finnish': 4, 'english': 1, 'french': 1}",candide
"Olin syv?sti liikutettu ja j?rkytetty, toisin vuoroin aivan poissa  suunniltani, toisin vuoroin taas v?h?ll? kuolla v?symyksest?.",17,{'fi': 0.999997562497184},"{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"P??ss?ni py?riv?t kaikenlaiset kuvat: is?ni, ?itini ja veljeni  murha, tuon h?vytt?m?n bulgarialaissotilaan tihuty? ja puukonisku,  jonka sain h?nelt?, orjuuteni, ky?kkipiian toimeni, bulgarialainen  kapteenini, tuo kurja don Issaskar ja tuo inhoittava inkvisiittorini,  tohtori Panglossin hirtt?minen ja tuo suuri, juhlallinen _miserere_,  jonka aikana teit? ruoskittiin ja ennenkaikkea se suudelma, jonka  annoin teille kaihtimen takana, silloin kun viimeksi n?in teid?t.",63,{'fi': 0.9999974212371066},"{'italian': 2, 'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 10, 'english': 1, 'spanish': 1, 'norwegian': 2}",candide
"Kiitin syd?mess?ni Jumalaa, joka oli saattanut teid?t j?lleen  luokseni niin monien koettelemuksien j?lkeen.",14,{'fi': 0.9999977266451121},{'finnish': 4},candide
K?skin vanhan apu-eukkoni pit?? huolta teist? ja tuoda teid?t  t?nne heti kun se vain k?visi p?ins?.,17,{'fi': 0.9999959187609974},"{'italian': 1, 'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 5, 'spanish': 1, 'norwegian': 2}",candide
"H?n on tehnyt eritt?in hyvin  teht?v?ns?; joten minulla nyt on ollut onni n?hd? teid?t j?lleen,  kuulla teit? ja puhua teille.",22,{'fi': 0.9999974431499268},"{'norwegian': 1, 'finnish': 8, 'english': 1, 'dutch': 1, 'french': 1}",candide
"Teill? mahtaa olla verinen n?lk?, minulla on my?skin hyv? ruokahalu,  alottakaamme sent?hden illallisesta.",14,{'fi': 0.9999974548390616},"{'finnish': 3, 'english': 1, 'french': 1}",candide
"He istuutuivat sitten p?yt??n molemmat; ja illallisen j?lkeen  asettuivat he j?lleen tuolle kauniille leposohvalle, josta jo ?sken  puhuimme.",20,{'fi': 0.9999971752114198},"{'dutch': 1, 'finnish': 4, 'danish': 1, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
"Siin? he olivat viel?kin samalla paikalla, kun signor  don Issasskar, toinen talon molemmista is?nnist?, astui sis?lle.",17,{'fi': 0.9999972610280103},"{'spanish': 1, 'finnish': 3, 'english': 2, 'norwegian': 1}",candide
Oli sabbatti-p?iv?; h?n tuli sent?hden nauttimaan oikeuksistaan ja  ilmituomaan hell?? rakkauttaan.,12,{'fi': 0.9999987615218072},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
YHDEKS?S LUKU.,2,{'cy': 0.9999969593760852},{},candide
"Mit? Kunigundalle, Candidelle, suurinkvisiittorille ja juutalaiselle  sitten tapahtui.",9,{'fi': 0.999997444143814},"{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"T?m? Issaskar oli kuumaverisin hebrealainen, mit? viel? milloinkaan  on n?hty Israelissa sitten Babylonin vankeuden.",15,{'fi': 0.9999960816203598},"{'finnish': 3, 'english': 1, 'french': 1}",candide
"-- Sin? galilealainen narttu, huusi h?n, eik? sinulle en?? riit?  herra suur-inkvisiittorikaan, pit??k? t?m?n lurjuksenkin viel?  lis?ksi jakaa kanssani.",21,{'fi': 0.9999981752763055},{'finnish': 3},candide
"N?in sanoen h?n veti esiin pitk?n tikarin, joka h?nell? aina oli  mukanaan, ja hy?kk?si Candiden kimppuun luullen vastapuoluettaan  aseettomaksi.",21,{'fi': 0.9999969824099527},"{'norwegian': 1, 'finnish': 5, 'dutch': 1}",candide
Mutta kunnon westfalilaisemmepa olikin puvustonsa  mukana saanut muorilta my?skin kauniin sapelin.,12,{'fi': 0.999996467313452},{},candide
"Ja vaikka h?n olikin  hyvin lempe? tavoiltaan ja luonnonlaadultaan, veti h?n nyt esiin  miekkansa ja survaisi israeliitan kuoliaaksi lattialle kauniin  Kunigundan jalkojen juureen.",26,{'fi': 0.9999969936568196},"{'norwegian': 1, 'finnish': 4, 'dutch': 1}",candide
"-- Pyh? Neitsyt, huusi t?m?, miten meid?n nyt k?y!",9,{'fi': 0.9999985810983697},{'finnish': 3},candide
Ihminen on  surmattu t??ll? minun luonani!,7,{'fi': 0.9999973326696332},"{'finnish': 2, 'english': 1, 'french': 1}",candide
"Jos oikeudenpalvelijat tulevat, niin  olemme hukassa!",7,{'fi': 0.9999970226717144},{'finnish': 2},candide
"-- Jos Panglossia ei olisi hirtetty, sanoi Candide, antaisi h?n  meille nyt hyv?n neuvon t?ss? pulassa, sill? h?n oli suuri filosofi.",22,{'fi': 0.9999971876025145},{'finnish': 8},candide
Mutta paremman puutteessa voimme kysy? neuvoa muoriltamme.,7,{'fi': 0.9999987932877644},{},candide
"H?n oli hyvin viisas vanha nainen ja alkoi juuri jaella neuvojaan,  kun toinen pieni ovi avautui.",17,{'fi': 0.9999981826008935},"{'norwegian': 2, 'finnish': 3, 'dutch': 1}",candide
"Tunti oli kulunut puoliy?st?, sunnuntai  oli alkanut; ja t?m? p?iv? kuului hra inkvisiittorille.",14,{'fi': 0.9999937469616551},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"H?n astuu siis sis?lle ja n?kee kaikki: ruoskittamansa Candiden  edess??n miekka k?dess?, kuolleen ruumiin lattialla, pel?styneen  Kunigundan ja eukkopahasen, joka paraillaan oli jakelemassa neuvojaan.",26,{'fi': 0.9999977817651045},"{'norwegian': 1, 'finnish': 3, 'dutch': 1}",candide
"On t?rke?t? tiet??, mit? t?ll? hetkell? tapahtui Candiden sielussa ja  mihin suuntaan h?nen ajatuksensa kulkivat.",16,{'fi': 0.9999965127937869},"{'norwegian': 1, 'finnish': 4, 'dutch': 1}",candide
"Jos t?m? pyh? mies nyt huutaa apua, ajatteli h?n, joudun ehdottomasti  poltettavaksi.",13,{'fi': 0.9999974161045032},{'finnish': 3},candide
Saman voi h?n tehd? my?s Kunigundalle.,6,{'fi': 0.9999982504267803},"{'italian': 1, 'finnish': 1}",candide
"H?n on  s??lim?tt?m?sti ruoskittanut minua, h?n on kilpakosijani.",9,{'fi': 0.9999963184731322},"{'finnish': 3, 'english': 1, 'french': 1}",candide
"Ja kun  kerran nyt olen p??ssyt tappamisen vauhtiin, lienee parasta etten  siekaile.",14,{'fi': 0.9999980306569649},"{'norwegian': 1, 'finnish': 3}",candide
"T?m? ajatuksenjuoksu oli selv? ja nopea, ja antamatta  suur-inkvisiittorille aikaa toipua h?mm?styksest??n h?n l?visti h?net  miekallaan kaataen h?net juutalaisen viereen.",22,{'fi': 0.999996046556586},"{'norwegian': 1, 'finnish': 4, 'dutch': 1}",candide
"-- Se oli jo toinen, sanoi Kunigunda.",7,{'fi': 0.9999976395532436},"{'danish': 1, 'finnish': 1}",candide
"Nyt ei ole mik??n armahdus  mahdollinen en??, me olemme kirkonkirouksessa, viimeinen hetkemme  on tullut.",16,{'fi': 0.9999959917877035},"{'dutch': 1, 'french': 2, 'portuguese': 1, 'finnish': 5, 'english': 2, 'spanish': 1, 'norwegian': 1}",candide
"Mutta kuinka herran nimess? te olette voinut, te, joka  luonnostanne olette niin lempe?, kahdessa minuutissa tappaa sek?  juutalaisen ett? papin?",22,{'fi': 0.9999995830917858},"{'spanish': 1, 'finnish': 6, 'french': 1, 'dutch': 1, 'portuguese': 1}",candide
"-- Kaunis neitiseni, vastasi Candide, kun ihminen on rakastunut,  mustasukkainen ja inkvisitsionin ruoskittama, niin ei h?n en?? ole  tekojensa herra.",22,{'fi': 0.9999969067290202},"{'norwegian': 2, 'finnish': 7, 'english': 1, 'dutch': 1, 'french': 1}",candide
Silloin puuttui my?s muori puheisiin ja sanoi:    -- Tallissa on kolme andalusialaista hevosta sek? kaikki tarvittavat  satulat ja suitset.,23,{'fi': 0.9999974224209345},"{'norwegian': 1, 'finnish': 3, 'english': 1, 'dutch': 1, 'french': 1}",candide
Laittakoon uljas Candide ne l?ht?kuntoon.,5,{'et': 0.9999951631330732},"{'italian': 1, 'turkish': 1, 'hungarian': 1, 'french': 1, 'finnish': 1}",candide
"Rouvalla on tukaatteja ja timantteja; nouskaamme nopeasti hevosten  selk??n, vaikkakaan min? en voi istua muuta kuin toisella  takapuoliskollani, ja ratsastakaamme Cadiziin.",23,{'fi': 0.9999965659764971},"{'italian': 1, 'spanish': 1, 'finnish': 5, 'french': 2, 'swedish': 1, 'dutch': 2, 'danish': 1, 'english': 1, 'turkish': 1, 'norwegian': 2}",candide
"On mit? ihanin ilma ja  on eritt?in nautinto rikasta matkustaa y?ll?, jolloin on viile?.",15,{'fi': 0.9999966149079793},"{'norwegian': 1, 'finnish': 3, 'english': 1, 'dutch': 1, 'french': 1}",candide
Candide satuloi paikalla kaikki kolme hevosta.,6,{'fi': 0.9999969139849535},{},candide
"Ja niinp? Kunigunda,  muori ja h?n ratsastivat kolmekymment? penikulmaa lev?ht?m?tt? yhteen  menoon.",14,{'fi': 0.9999952373545826},"{'norwegian': 1, 'finnish': 2, 'dutch': 1}",candide
"Sill?aikaa kun he t?ten nelistiv?t pois Lissabonista, oli pyh?  j?rjestysvalta saapunut taloon.",13,{'fi': 0.9999971001022228},"{'spanish': 1, 'finnish': 3, 'english': 1, 'norwegian': 1}",candide
H?nen Ylh?isyytens? haudattiin sitten  kauniiseen kirkkoon ja Issaskar heitettiin tunkiolle.,11,{'fi': 0.9999982172828006},"{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"Mutta Candide, Kunigunda ja muori-vanha olivat jo pieness? Avacenan  kaupungissa keskell? Sierra-Morenan vuoria.",14,{'fi': 0.9999943165503195},"{'dutch': 1, 'danish': 1, 'finnish': 2, 'norwegian': 1}",candide
Ja siell? he er??ss?  ravintolassa keskustelivat seuraavasti:          KYMMENES LUKU.,19,{'fi': 0.9999973246364572},"{'spanish': 1, 'english': 1, 'finnish': 1}",candide
"Miss? kurjassa kunnossa Candide, Kunigunda ja eukko saapuvat Cadiziin  ja kuinka he l?htev?t laivamatkalle.",15,{'fi': 0.9999976090619267},"{'dutch': 1, 'spanish': 1, 'finnish': 2, 'english': 1, 'norwegian': 1}",candide
-- Kukahan on voinut varastaa minun tukaattini ja timanttini!,9,{'fi': 0.9999961658156625},"{'norwegian': 1, 'finnish': 3, 'english': 1, 'dutch': 1, 'french': 1}",candide
sanoi  Kunigunda itkien.,4,{'fi': 0.999998306993902},{},candide
Mill? me nyt el?mme?,4,{'fi': 0.9999976822086085},"{'dutch': 1, 'french': 1, 'portuguese': 1, 'finnish': 2, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
Mit? teemme?,2,{'fi': 0.9999956657988128},{},candide
"Mist? nyt l?yd?n  sellaisia inkvisiittoreita ja juutalaisia, jotka antavat minulle  uusia sijaan.",14,{'fi': 0.9999965209592145},"{'norwegian': 1, 'finnish': 4, 'dutch': 1}",candide
"-- Valitettavasti, sanoi eukko, ep?ilen kovasti er?st?  kunnianarvoista fransiskaani-is??, joka viime y?n? nukkui  kanssamme samassa majatalossa Badajozissa.",19,{'fi': 0.9999985846422558},{'finnish': 1},candide
"Jumala minua varjelkoon  langettamasta liian ?kkipikaista tuomiota, mutta h?n k?vi kaksi  kertaa meid?n huoneessamme ja l?hti matkalle kauan ennen meit?.",22,{'fi': 0.9999979372502483},"{'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
"-- Niin, huokasi Candide, hyv? Pangloss todisti minulle usein, kuinka  kaikki maallinen hyv? on kaikkien ihmisten yhteis-omaisuutta ja  kuinka jokaisella on siihen yht? suuri oikeus.",27,{'fi': 0.9999983554288593},"{'norwegian': 1, 'finnish': 4, 'english': 1, 'dutch': 1, 'french': 1}",candide
"N?it? periaatteita  seuraten olisi tuon fransiskaanimunkin kuitenkin pit?nyt j?tt??  meille sen verran, ett? olisimme voineet p??tt?? matkamme.",19,{'fi': 0.9999981186360425},{'finnish': 6},candide
"Teill? ei  ole siis en?? yht??n mit??n, kaunis Kunigundani?",10,{'fi': 0.9999980263321693},{'finnish': 2},candide
"-- Ei niin killinki?k??n, vastasi h?n.",6,{'fi': 0.9999969266385579},{'finnish': 2},candide
-- Mik? nyt neuvoksi?,4,{'fi': 0.9999974711214168},{'finnish': 1},candide
sanoi Candide.,2,{'pt': 0.9999956422204735},{},candide
"-- Myyk??mme yksi hevosista, sanoi muori.",6,{'fi': 0.9999956244128693},{},candide
"Min? istun satulassa neidin  takana, vaikkakaan en voi istua kuin yhdell? takapuoliskollani, ja  siten p??semme kuitenkin Cadiziin.",19,{'fi': 0.999997257355739},"{'italian': 1, 'spanish': 1, 'finnish': 3, 'french': 1, 'swedish': 1, 'dutch': 2, 'danish': 1, 'turkish': 1, 'norwegian': 2}",candide
Samassa ravintolassa oli muuan benediktiinipriori; h?n osti hevosen  pilkkahinnasta.,10,{'fi': 0.9999959483561507},{'finnish': 2},candide
"Candide, Kunigunda ja muori jatkoivat sitten  matkaansa Lusenan, Chillaksen ja Lebrixan kautta ja saapuivat vihdoin  Cadiziin.",18,{'fi': 0.9999956188875699},"{'norwegian': 1, 'finnish': 1, 'dutch': 1}",candide
"T??ll? varustettiin paraikaa laivastoa ja koottiin sotav?ke? ampumaan  j?rke? Paraguayn kunnianarvoisiin jesuiitta-isiin, joita syytettiin  siit?, ett? he l?hell? Pyh?n Sakramentin kaupunkia olivat yllytt?neet  er?st? heimoa kapinaan Espanjan ja Portugalin kuningasta vastaan.",34,{'fi': 0.9999976675490597},"{'dutch': 1, 'spanish': 1, 'finnish': 6, 'english': 1, 'norwegian': 1}",candide
"Candide, joka oli ollut bulgarialaisessa sotapalveluksessa, antoi  tuon pienen sotajoukon kenraalille n?ytteen bulgarialaisesta  ?kseerauksesta ja teki sen niin suurella siroudella, nopeudella,  taidolla, ylevyydell? ja notkeudella, ett? h?nen k?siins? uskottiin  er??n jalkajoukko-osaston ylin johto.",37,{'fi': 0.9999966831489846},"{'norwegian': 1, 'finnish': 9, 'dutch': 1}",candide
"H?n oli siis nyt kapteeni; ja h?n astui laivaan mukanaan nti  Kunigunda, muori, kaksi palvelijaa ja ne molemmat andalusialaiset  hevoset, jotka aikoinaan olivat kuuluneet Portugalin hra  suurinkvisiittorille.",30,{'fi': 0.9999963868455647},"{'italian': 1, 'dutch': 1, 'french': 1, 'finnish': 7, 'hungarian': 1, 'turkish': 1, 'norwegian': 1}",candide
Laivamatkalla he keskustelivat paljon Pangloss-paran filosofiasta.,6,{'fi': 0.9999963561471599},"{'spanish': 1, 'english': 1, 'finnish': 1}",candide
"-- Me olemme nyt matkalla toiseen maailmaan, sanoi Candide;  ep?ilem?tt? on t?m? maailma juuri se, jossa kaikki on hyvin, sill?  t?ytyyp? my?nt??, ett? t?m?n oman maailmamme fyysillisiss? ja  moraalisissa olosuhteissa voisi l?yty? yht? ja toista valittamisen  aihetta.",41,{'fi': 0.9999959486353068},"{'italian': 1, 'dutch': 1, 'french': 2, 'portuguese': 1, 'finnish': 10, 'english': 1, 'spanish': 1, 'norwegian': 1}",candide
"-- Rakastan teit? kaikesta syd?mest?ni, sanoi Kunigunda, mutta  mieleni on viel? aivan j?rkytetty kaikesta mit? olen n?hnyt ja mit?  olen kokenut.",23,{'fi': 0.9999959310076867},"{'norwegian': 1, 'finnish': 6, 'english': 1, 'dutch': 1, 'french': 1}",candide
"-- Kaikki k?y kyll? hyvin, vastasi Candide.",7,{'fi': 0.9999964817758846},{},candide
T?m?n uuden maailman  merikin on jo paljon ansiokkaampi kuin meid?n Europamme meret; se on  tyynempi ja tuulet ovat tasaisempia.,21,{'fi': 0.9999962686484266},"{'italian': 1, 'norwegian': 1, 'finnish': 6, 'french': 2, 'portuguese': 1, 'dutch': 1, 'danish': 1, 'english': 1, 'spanish': 1}",candide
Varmasti on t?m? uusi maailma  paras kaikista mahdollisista maailmoista.,10,{'fi': 0.9999975544052703},"{'finnish': 2, 'english': 1, 'french': 1}",candide
"-- Suokoon Jumala, ett? niin olisi, sanoi Kunigunda, mutta min? olen  t?ss? vanhassa ollut niin hirvitt?v?n onneton, ett? syd?meni melkein  kielt?ytyy en?? mit??n toivomasta.",26,{'fi': 0.999997906510607},{'finnish': 8},candide
-- Kaikki t?ss? valittavatkin!,4,{'fi': 0.9999975885213133},{'finnish': 1},candide
"tokaisi muori, eik? teist? kukaan  sent??n ole kokenut sellaisia onnettomuuksia kuin min?.",13,{'fi': 0.999997157520836},{'finnish': 4},candide
Kunigunda oli v?h?ll? purskahtaa nauruun ja h?nen mielest??n t?m?  kelpo muori oli kovin leikillinen v?itt?ess??n olevansa onnettomampi  kuin h?n.,21,{'fi': 0.9999967428591698},"{'norwegian': 1, 'finnish': 6, 'dutch': 1}",candide
"-- Ohoh, muori-kulta, sanoi h?n, ellette nuoruudessanne ole tavanneet  kahta bulgarialaista ja tullut kahdesti raiskatuksi, ellette ole  saanut kahta puukon-iskua vatsaanne, ellei teilt? ole h?vitetty  kahta linnaa, ellei teilt? ole silmienne edess? murhattu kahta  ?iti? ja kahta is?? ja ellette ole n?hnyt kahta rakastajaanne  ruoskittavan autodafee-juhlallisuuksissa, niin en ymm?rr?, ett?  voisitte onnettomuuksissa mill??n lailla kilpailla kanssani.",62,{'fi': 0.9999957045353576},"{'dutch': 2, 'finnish': 7, 'french': 1, 'swedish': 1, 'danish': 1, 'turkish': 1, 'spanish': 1, 'norwegian': 2}",candide
"Ottakaa  viel? lis?ksi huomioon, ett? olen synnynn?inen paroonitar, jolla  on seitsem?nkymment?kaksi polvea esi-isi?, ja kuitenkin olen ollut  ky?kkipiikana.",21,{'fi': 0.9999962109175089},"{'norwegian': 1, 'finnish': 6, 'english': 1, 'dutch': 1, 'french': 1}",candide
"-- Neitiseni, vastasi vanhus, te ette tunne minun syntyper??ni; ja  jos n?ytt?isin teille takapuoleni, niin ette puhuisi, niinkuin nyt  puhutte, vaan ottaisitte takaisin sananne.",26,{'fi': 0.9999982281410392},"{'dutch': 2, 'french': 1, 'portuguese': 1, 'finnish': 9, 'spanish': 1, 'norwegian': 1}",candide
YHDESTOISTA LUKU.,2,{'cy': 0.9999965302926499},{},candide
Muorin tarina.,2,{'fi': 0.9999959313396037},{},candide
"Minunkaan silm?ni eiv?t aina ole olleet verest?v?t ja punalaitaiset,  minunkaan nen?ni ei aina ole koskettanut leukaa enk? min? aina ole  ollut palvelijan asemassa.",25,{'fi': 0.9999953132182854},"{'norwegian': 1, 'finnish': 7, 'dutch': 1}",candide
Olen paavi Urbanus X:n ja Palestrinan prinsessan tyt?r.,8,"{'sv': 0.14285687220405144, 'fi': 0.8571411679036465}","{'norwegian': 1, 'finnish': 1, 'dutch': 1, 'french': 1}",candide
"Aina  nelj?nteentoista ik?vuoteeni asti kasvatettiin minua palatsissa,  jonka rinnalla kaikki teid?n saksalaisten paroonienne linnat ovat  pelkki? pahanp?iv?isi? tallirakennuksia, ja yksi ainoa minun  puvuistani oli jo arvokkaampi kuin kaikki Westfalin komeudet  yhteens?.",36,{'fi': 0.9999962105861516},"{'dutch': 1, 'danish': 1, 'finnish': 8, 'norwegian': 1}",candide
